epoch,loss,running_acc,acc,running_nmi,nmi
1,-0.36068033763361845,0.14492626404494383,0.1071993670886076,0.30567675650229287,0.13768497027109308
2,-0.9118651406148847,0.15049408105939005,0.12091244725738397,0.34186235580998126,0.180574210956662
3,-1.1291456965917952,0.16648901484751202,0.13568037974683544,0.3881928145691109,0.20068854600147124
4,-1.2521036501680867,0.1738500702247191,0.13787798874824192,0.40707990648706893,0.20511192281904347
5,-1.316753840178586,0.18107945425361155,0.1438554852320675,0.4207510256633969,0.21592527933450203
6,-1.4158500901768716,0.19478581460674158,0.14077883263009847,0.4478498394710507,0.23543582536760888
7,-1.6625920065333335,0.23056280096308185,0.1571729957805907,0.5182600656469084,0.2662459714771872
8,-1.863941850287191,0.24667059590690207,0.14073488045007032,0.5491403736549951,0.25603331944279506
9,-1.993850882133741,0.26107920345104335,0.17216068917018285,0.5635450847616021,0.28942851385156443
10,-2.0420543718873785,0.26804524478330655,0.18306082981715893,0.5725676621290926,0.29409427663468724
11,-2.107898463024182,0.2746476223916533,0.18565400843881857,0.5785877450981802,0.3085722046298655
12,-2.155040466383602,0.28202121789727125,0.18596167369901548,0.5858504639870832,0.31183750764853546
13,-2.182816098245342,0.2840025581861958,0.1842035864978903,0.5916433050769905,0.3087667087772348
14,-2.226608675517393,0.2941788723916533,0.18275316455696203,0.6019362036053963,0.3007013644904526
15,-2.254930707845795,0.30096308186195825,0.19057665260196907,0.6099332726437414,0.31659613140263
16,-2.292976159727975,0.3016214386035313,0.18618143459915612,0.6136750202953452,0.3142791979257468
17,-2.384549301661802,0.32344753210272875,0.2155854430379747,0.6321793521930582,0.345931595919038
18,-2.4285437551777016,0.31650657102728735,0.202443741209564,0.6312831738839106,0.3391312950447975
19,-2.4737634283773016,0.3212404695024077,0.2028832630098453,0.6361017814650974,0.3424952221563337
20,-2.5201024580537603,0.3138731440609952,0.19171940928270043,0.6417319389543308,0.3449262058171286
21,-2.57981734061509,0.3293476625200642,0.19308192686357242,0.6526451371846853,0.3482803747089852
22,-2.6086128240221003,0.3292724217495987,0.19343354430379747,0.6514431106348244,0.3395597215694662
23,-2.596403395192007,0.32544768258426965,0.1877637130801688,0.64714243577147,0.3269136132336417
24,-2.653750191913562,0.3299245084269663,0.1828410689170183,0.6529275600656546,0.3309915197947314
25,-2.6708927958199147,0.33803797150882825,0.18952180028129395,0.6599689036172673,0.34495582841152506
