epoch,loss,running_acc,acc,running_nmi,nmi
1,0.026628915973928538,0.24947958467094702,0.06030239099859353,0.5856181530219102,0.10253222221931055
2,0.016455074960596106,0.21007223113964688,0.09757383966244726,0.4259938959311711,0.11322356940209179
3,-0.012365047181590219,0.14290103330658105,0.11071554149085795,0.25096150895261427,0.12988316069581166
4,-0.029267536120468313,0.1424245084269663,0.12948312236286919,0.25982901256088714,0.16471062724617133
5,-0.04619411939985297,0.13797903290529695,0.13444971870604783,0.24514296721969875,0.180684649441022
6,-0.0614026202244705,0.1453714386035313,0.13383438818565402,0.27818906703047014,0.18783670678997036
7,-0.06086517786711789,0.15332188001605135,0.13884493670886075,0.3123226345675787,0.2069972667956703
8,-0.06287582938590747,0.1647396669341894,0.14706399437412096,0.3473355294230114,0.22522553344766016
9,-0.06772197431392885,0.16592470906902088,0.14767932489451477,0.3628952714504189,0.23368472961903317
10,-0.07010204001758875,0.16277086677367575,0.1424929676511955,0.3647196909993629,0.23305203748925105
11,-0.07187820016668084,0.1599493378812199,0.13466947960618847,0.3559233457825058,0.22705506567170347
12,-0.07070702783177409,0.15778616573033707,0.12838431786216598,0.35889606671585034,0.2268070798536875
13,-0.07740285557307554,0.1737183988764045,0.13313115330520395,0.3881467331801747,0.23733400915300076
14,-0.08057721746101808,0.1904782804975923,0.14135021097046413,0.4235490725712211,0.24330917084713544
15,-0.07373300697026627,0.1930113864365971,0.13871308016877637,0.4455683182806645,0.24995835650888687
16,-0.08075910404826818,0.19454128210272872,0.14319620253164558,0.4462994313982036,0.25242756915475695
17,-0.08662658862853317,0.19664802367576245,0.1475474683544304,0.45791807008067814,0.26290541629662634
18,-0.08917639764507165,0.19949463282504015,0.14882208157524612,0.4594447535042846,0.2682813198374276
19,-0.09947553042615398,0.20619733146067415,0.14363572433192687,0.47172122341997125,0.2652339311189579
20,-0.10601581348462051,0.21389697030497593,0.14899789029535865,0.48629737323705946,0.2660064866467713
