epoch,loss,running_acc,acc,running_nmi,nmi
1,0.000847191025968641,0.26902245273109243,0.2571428571428571,0.19731544335419254,0.14799878964697946
2,0.0005548943299800158,0.38575039390756305,0.3389162561576355,0.3298041568517088,0.26313547583179914
3,0.00028801034204661846,0.3485097163865546,0.35960591133004927,0.30893425212553394,0.25782715164211717
4,0.0007571747992187738,0.30546710871848737,0.3054187192118227,0.27707811006594507,0.21810055818005267
5,0.0005521903512999415,0.33100544905462187,0.3211822660098522,0.2851691280807977,0.2103095281438665
6,0.00046360865235328674,0.3949251575630252,0.3497536945812808,0.3609098160267521,0.283627464606906
7,0.0004383145133033395,0.3949251575630252,0.3389162561576355,0.3781979522499462,0.2799924085938806
8,0.0004831927362829447,0.3756893382352941,0.3192118226600985,0.37924811946152587,0.27361149175380495
9,0.00045439531095325947,0.3868172268907563,0.31231527093596056,0.39911164295565915,0.29022011976475953
10,0.0002813674509525299,0.385085674894958,0.3310344827586207,0.3953776609597977,0.3075911636547421
11,0.0004265950992703438,0.3780281643907563,0.3310344827586207,0.40537098540767036,0.3244338267193277
12,0.0004603478591889143,0.3718569459033613,0.3054187192118227,0.38942770722645864,0.30385407065855824
13,0.00033981772139668465,0.3519564075630252,0.30049261083743845,0.37875960860847907,0.29684852850540605
14,0.0002580790314823389,0.3802767200630252,0.2975369458128079,0.40296702336454776,0.2946058265617083
15,0.00032360630575567484,0.36247702205882354,0.296551724137931,0.373876221014152,0.2750339333645265
16,-4.473538137972355e-05,0.36059775472689076,0.3024630541871921,0.3951512488308634,0.2953094373884538
17,0.0006572033744305372,0.3854549632352941,0.3024630541871921,0.39205918794678024,0.2882788528961444
18,0.00032670842483639717,0.3717830882352941,0.30935960591133005,0.37189216820638143,0.28303780769009973
19,0.00035417662002146244,0.3789308692226891,0.32906403940886697,0.3819575979397477,0.3127874051389065
20,0.00024544866755604744,0.3814748555672269,0.3369458128078818,0.41289468416609837,0.3315076933009367
21,0.0003810920752584934,0.38471638655462187,0.34088669950738915,0.4199488408988891,0.3383954225523501
22,0.0003534001298248768,0.3973952862394958,0.3497536945812808,0.4263153014324721,0.32664411778941155
23,0.0005416704807430506,0.4173860950630252,0.35467980295566504,0.41809391142249025,0.3283245152729204
24,8.651916868984699e-05,0.42573201155462187,0.37438423645320196,0.4294847310422475,0.33528702693449486
25,0.00031279074028134346,0.4096310399159664,0.3645320197044335,0.4079811267253963,0.3186985147140088
26,0.000222853384912014,0.4021303834033613,0.3694581280788177,0.40197812987537124,0.3109048070446977
27,0.0005418220534920692,0.4088924632352941,0.3704433497536946,0.39906955992725335,0.3078731806485
28,0.00022911140695214272,0.3981502757352941,0.367487684729064,0.38556158405511737,0.2948279880611158
29,0.00016804784536361694,0.3992006959033613,0.3527093596059113,0.3765986708181228,0.29539042818104444
30,0.0001800674945116043,0.4098690257352941,0.3753694581280788,0.40184138849059414,0.3332710246510241
31,0.00012394320219755173,0.40476464023109243,0.3704433497536946,0.3984581670732101,0.31408813315742407
32,0.00034285266883671284,0.42963826155462187,0.3842364532019704,0.4174572452582012,0.3241741838774665
33,0.0006906520575284958,0.4250344669117647,0.3793103448275862,0.4166050683452478,0.3185583726428597
34,6.931880488991737e-05,0.47852383140756305,0.41773399014778323,0.46217549255266976,0.35284312609712887
35,0.001031283289194107,0.45538176207983194,0.4147783251231527,0.4349494640903207,0.35682218773621194
36,0.00045963237062096596,0.4409548975840336,0.38620689655172413,0.4245751713624775,0.3396155231045821
37,0.00033540278673171997,0.4678390887605042,0.41773399014778323,0.46906902276957585,0.380284025130457
38,0.0002189863007515669,0.43946133140756305,0.38620689655172413,0.42532445375418027,0.3431166985990679
39,0.0005696606822311878,0.4522305015756303,0.4039408866995074,0.4302529125320755,0.34326570923441985
40,0.0005564321763813496,0.41948693539915966,0.3724137931034483,0.4146555998309099,0.3391820577593241
