epoch,loss,running_acc,acc,running_nmi,nmi
1,0.027277853997314676,0.3587375474383302,0.295260663507109,0.27418453889416516,0.15319528968291368
2,0.019411252701983732,0.39335270398481975,0.34881516587677724,0.3255673888980737,0.23940456167994284
3,0.005452442695112789,0.41541152751423155,0.38436018957345974,0.36713303743273495,0.32066125277517094
4,-0.0058652469340492695,0.42919829222011385,0.3971563981042654,0.38513201605406466,0.3351300807634374
5,-0.006018259946037741,0.46102644686907024,0.4308056872037915,0.40866555359081735,0.3512982319251225
6,-0.022561199524823355,0.45849146110056926,0.42843601895734595,0.40956200153034206,0.36481587318264425
7,-0.02612768201267018,0.46969876660341553,0.44123222748815166,0.42041863565208976,0.36757985557431627
8,-0.02658675698673024,0.4710477941176471,0.43981042654028435,0.42263422905352077,0.38184941799379674
9,-0.02909345135969274,0.4786824003795066,0.4492890995260663,0.4399855958133781,0.3927678926617608
10,-0.03205317258834839,0.4890298861480075,0.45592417061611373,0.4520344390458276,0.40113127725203923
11,-0.026912824195974013,0.5000592979127134,0.45924170616113746,0.45591804394647534,0.4089083150168658
12,-0.025464797721189612,0.512037476280835,0.47535545023696685,0.4619110257849228,0.417931160408727
13,-0.02123755567214068,0.4978800996204934,0.471563981042654,0.4519495174276149,0.41079413348176924
14,-0.022035935345818016,0.5000296489563567,0.46445497630331756,0.4627669951458161,0.41750544186246213
15,-0.025048713473712698,0.5092504743833016,0.4781990521327014,0.46205083019014914,0.4179483432534547
16,-0.027461139594807345,0.5176114800759013,0.4881516587677725,0.48011828009763596,0.43307288112602205
17,-0.022585872341604793,0.5060632115749526,0.46966824644549765,0.4663081002515337,0.42630059165290446
18,-0.03702792525291443,0.5194200664136622,0.4815165876777251,0.4876071674439614,0.4324381162668206
19,-0.027630921672372258,0.5211693548387096,0.4981042654028436,0.4863335099163752,0.4372477752116389
20,-0.03007172836976893,0.500281665085389,0.45829383886255926,0.4783844202413442,0.4331407726767709
