epoch,loss,running_acc,acc,running_nmi,nmi
1,-0.33481365981472966,0.11032986111111111,0.10385900140646977,0.19408093448787989,0.11180571393454473
2,-0.7091453181372749,0.12838541666666667,0.12319796061884669,0.22365462752258633,0.14552279716641026
3,-0.9301993714438545,0.1412326388888889,0.1365154711673699,0.26101197130212606,0.18383490445724004
4,-1.0735735177993775,0.1441220238095238,0.13673523206751054,0.28187535044849427,0.18886226534627953
5,-1.1887351698345607,0.15128968253968253,0.14161392405063292,0.30332531381360683,0.20830587466332304
6,-1.279917147424486,0.1544952876984127,0.14196554149085794,0.32449022826467233,0.21952326082578016
7,-1.3006677362653944,0.15815352182539683,0.14658052039381153,0.3264161824606562,0.22086962857475237
8,-1.336885396639506,0.16062748015873016,0.1472837552742616,0.3293273066637255,0.2256470769220274
9,-1.3389384667078654,0.1685205853174603,0.1541402953586498,0.33723190214418935,0.23185523252855264
10,-1.3654638846715292,0.1642795138888889,0.15260196905766527,0.331884180519594,0.22600260023151242
11,-1.3687866608301797,0.16030505952380952,0.14438291139240506,0.3307811285097176,0.22387462678613965
12,-1.3909843206405639,0.1629092261904762,0.15225035161744022,0.33348067657444724,0.22917662486726634
13,-1.3950874275631375,0.16823536706349207,0.1530854430379747,0.33877886274285995,0.23181912310266553
14,-1.4022418790393405,0.1640811011904762,0.15137130801687765,0.3334614954720578,0.22734696228274154
15,-1.4149191114637587,0.16395089285714287,0.15225035161744022,0.3356638074698668,0.23422453889442607
16,-1.4182733482784695,0.1714967757936508,0.1537007735583685,0.34550311675513184,0.22856323495213293
17,-1.4412773397233751,0.17095734126984127,0.1571290436005626,0.3485508018480778,0.2416057810934505
18,-1.4632905721664429,0.1679935515873016,0.15233825597749648,0.348225939198645,0.2377303742731634
19,-1.4787870751486885,0.1800409226190476,0.16587552742616032,0.36786097581866917,0.2608261587044958
20,-1.490917772716946,0.1855654761904762,0.1707542194092827,0.3722243775363813,0.2675542221777991
21,-1.5479415443208482,0.18444320436507936,0.16754571026722925,0.3833080957943769,0.2730078453947277
22,-1.562693338923984,0.18327132936507937,0.1626670182841069,0.3832090680512412,0.2669642406837169
23,-1.5966153807110257,0.17571924603174602,0.15748066104078762,0.38312100642357977,0.26857331850204214
24,-1.6125612311893038,0.18991195436507935,0.1677654711673699,0.3926933123944699,0.26514475523466835
25,-1.6703271415498522,0.2000186011904762,0.17980836849507736,0.40760425413594764,0.28328230155974843
