epoch,loss,running_acc,acc,running_nmi,nmi
1,-2.7317139148712157,0.4029661016949152,0.407202216066482,0.3880852268224321,0.31334084469462775
2,-3.2697944164276125,0.3886520127118644,0.3702677746999077,0.3988332241545277,0.32615592569293056
3,-3.706620693206787,0.4068723516949152,0.38688827331486614,0.43928009388624745,0.3588128701094157
4,-3.9454575538635255,0.46212923728813565,0.3961218836565097,0.48909742953423346,0.39270085339206207
5,-4.1478594779968265,0.477489406779661,0.42105263157894735,0.5066021152428583,0.41256223593333924
6,-4.2747550964355465,0.47383474576271184,0.42566943674976915,0.5043750864849794,0.4233869213675999
7,-4.385432529449463,0.46521451271186437,0.433056325023084,0.48907612928202504,0.41541046964593403
8,-4.494062805175782,0.4680879237288136,0.43213296398891965,0.48101085501282215,0.40853440726834683
9,-4.641540622711181,0.4868511652542373,0.4441366574330563,0.5185711935424155,0.4234032750347936
10,-4.798293685913086,0.5001324152542372,0.45614035087719296,0.5321456444638197,0.4413827870049844
11,-4.985486888885498,0.5157838983050848,0.4662973222530009,0.5661654685418118,0.4713206543944234
12,-5.134737014770508,0.48397775423728817,0.44136657433056325,0.5420506722875196,0.4561765632862788
13,-5.201310920715332,0.49831832627118644,0.44783010156971376,0.5393970939270962,0.45430945986391413
14,-5.289756107330322,0.49805349576271185,0.4469067405355494,0.5209009310352234,0.4444708993976667
15,-5.35342960357666,0.49388241525423726,0.45706371191135736,0.5244469003605619,0.4494154128877703
16,-5.410918235778809,0.5027409957627118,0.47183748845798706,0.528451376908562,0.4457944678033986
17,-5.4182954788208,0.4790386652542373,0.4515235457063712,0.4843577793899188,0.42661053842043456
18,-5.514298439025879,0.48191207627118643,0.4376731301939058,0.4997011597604911,0.41864858622078405
19,-5.577804946899414,0.4886652542372881,0.4515235457063712,0.49394879220576443,0.4313199254305801
20,-5.612554264068604,0.4852754237288136,0.4598337950138504,0.5052015384066629,0.4344808340652985
21,-5.677036094665527,0.4886652542372881,0.46352723915050786,0.48255195570770504,0.4087979655508566
22,-5.718112468719482,0.483448093220339,0.46075715604801476,0.4687383901083101,0.3983953675717086
23,-5.731769847869873,0.5217558262711864,0.48753462603878117,0.5049156046550939,0.41544914790942045
24,-5.763459205627441,0.502979343220339,0.4801477377654663,0.47230985096933703,0.39969740358510164
25,-5.7757871627807615,0.507176906779661,0.469067405355494,0.49684602617787865,0.4168668313003811
26,-5.842208290100098,0.5160222457627118,0.4866112650046168,0.4857971623559193,0.4132877612636983
27,-5.871131324768067,0.5394862288135593,0.49122807017543857,0.5020150786678867,0.4173198221458989
28,-5.8853020668029785,0.5180879237288136,0.5050784856879039,0.49693765145829494,0.42064146251651613
29,-5.921746063232422,0.5251191737288136,0.5087719298245614,0.5060368225808478,0.4393890204868672
30,-5.9556807518005375,0.5525158898305085,0.5041551246537396,0.523992262738452,0.4321206311183829
31,-5.976900672912597,0.5389300847457628,0.5032317636195752,0.5314582526614047,0.4533696178471903
32,-6.033020877838135,0.5589909957627118,0.5337026777469991,0.5199627800254023,0.44689534094846595
